comment,model_label_initial,model_confidence_initial,llm_label,model_label_final,model_confidence_final
strategi untk pancing bjorka asli muncul dng tertngkap,positif,0.6002196988747047,netral,positif,0.5971017386164869
kosong emng,positif,0.4849083269531655,netral,positif,0.51955383352091
thumbnailnya lucu sumpah darkk,positif,0.545600665916041,netral,positif,0.5716650173630842
yaa masyarakat hobby makan berita verifikasi,negatif,0.46623888587531853,netral,negatif,0.4599839010660396
liat kerja,negatif,0.651042571319626,netral,negatif,0.6375723208981526
kayas bjorka sebodh pancing,positif,0.4975702072006268,netral,positif,0.5171953745729138
arepin orang masuk pake salah,positif,0.47999133332051175,netral,negatif,0.5010708516001137
lulusa langsung mikir nikah modal,positif,0.4457609974792106,netral,positif,0.5164065990800982
bjorka alih issue noh liat kilang pertamina ledak dumai abs polisi press release nangkep bjorka trus bjorka asli kluar share data polri akhrnya kta fokus bjorka mlah nuntut tuk usut kilang pertamina ledak bjorka kerja oknum tuk alihin issue gede fokus usu ledak nya kilang minyak pertamina,positif,0.5884544676452593,netral,positif,0.5808473010643904
nyari simpati nyari empati empedu,negatif,0.5695651540697575,netral,negatif,0.5398994637639591
malu,negatif,0.4494121742249262,netral,positif,0.4960610596455827
asli,positif,0.5494048428267246,netral,positif,0.5711870433135534
stuju,negatif,0.4285714285714286,netral,positif,0.43611111111111106
ngetik ngarang lucu,positif,0.473451142492233,netral,positif,0.5122383422755066
keinget film accountant anak autis hebat hacker,positif,0.7069577830575403,positif,positif,0.6948468033438046
iqmanfaturansyah abang ngerespon ngelucu,negatif,0.5091216749048545,netral,negatif,0.46862008080278716
tunjuk hihihi,negatif,0.5535831174795022,netral,negatif,0.5485983453035645
dogging doxxing,negatif,0.4285714285714286,netral,positif,0.43611111111111106
titikk terendahh manusiiaa hidupp duniiaa adalaah polisii indonesiaa bebann bagi rakyaattnyaa setiaapp sayaa dengerr polisii terasaa sakiitt hati cumn gara uang ribu sakiit hati ampe ilang bnyk orang nominal duit segitu ckuplah uang jajan keponakan semingu jenguk ponakan pondok rencana duit keponakan ehh ampe tuju makaann ama nama polisii,positif,0.6149076471056316,netral,positif,0.5820444868494956
btw kaya perempuan panas trus suntik lumpuh smpe sekrng,negatif,0.4789390803740143,netral,negatif,0.4876279528200747
spartacus syndrome,negatif,0.4285714285714286,netral,positif,0.43611111111111106
samma,negatif,0.4285714285714286,netral,positif,0.43611111111111106
teori primitif inti mreka gamau ribet vonis,positif,0.5334955495418165,netral,positif,0.5367199944595843
lucu negara polisi mesthinya pinter cerdik salah tangkap tangkap salah konyol,positif,0.5851268487522151,netral,positif,0.6744721493259681
ngakak bnget bikin akun nama prabowo presiden,positif,0.5889801446648204,negatif,positif,0.5882918650271847
bayar bjorka butuh duit makan minum,positif,0.47060029730036484,netral,positif,0.5012465931776874
daengriyung tuju negara semrawut andai masyrakat jaman jajah mikirin makan minum cuek mending gabung jajah aman jamin sandang pangan papan ngapain juang merdeka bayar gambar nya,negatif,0.49668181069777523,netral,negatif,0.4425485664321208
mudah nyuruh tau lue laku timbang resiko nyawa lue anggota keluarga taruh,negatif,0.52823115786882,netral,negatif,0.5056206272677862
daengriyung jiaah makan minum pikirin alternatif nama nasionalis mah kaga mikirin bayar,positif,0.5433606405273319,netral,positif,0.5315827411751365
ajar beda blackhat whitehat greyhat bjorka identitas,negatif,0.4582777699059178,netral,negatif,0.44742892418309643
sen baca,negatif,0.6817178851567155,netral,negatif,0.6322399502291682
baca terus lkukan brp imbal,negatif,0.6817178851567155,netral,negatif,0.6322399502291682
puja muji jabat poltikus busuk hancur negeri halus,negatif,0.5501777707604172,netral,negatif,0.5245822180110453
yakali jahat gimanapun data bocor gara gara reaksis perintah bikin rakyat kesel gabisa dipungkiri bjorka jahat bawa bawa nasionalisme kwwkw kocak,positif,0.519443281173267,netral,positif,0.49586409713674623
kocak,negatif,0.4285714285714286,netral,positif,0.43611111111111106
thus spoken bjorka nggih mbah,positif,0.4975702072006268,netral,positif,0.5171953745729138
daengriyung bang bjorka mah gampang nyari duit makan minum ngpain kesana,positif,0.48768629483956566,netral,positif,0.5519547367557194
ehh btw cipta goritma orang religius loh khawarizmi orang liberal beliau ulama abbasiyah,positif,0.4721006209618431,netral,positif,0.47017746992806425
fahrifadliv,negatif,0.4285714285714286,netral,positif,0.43611111111111106
moga real bjorka hackers jiwa semangat patriotisme rampas asset koruptor miskin publikasi data detail nya oknum parcok gemuk makan duit haram,positif,0.7014074694522585,netral,positif,0.7197760014953157
yak sodarasodara scorenya bjorka polisi,positif,0.4785113884033578,netral,positif,0.4763258248496873
gua bjorka nonton podcast ngopi ketawa ketawa polisi konoha gin yak,positif,0.5549202119236512,netral,positif,0.5017528911745615
nangkep bos bandar judol susah nangkep hacker bjorka gampang hebat isilop negara cinta puji kerja masyarakat,positif,0.6610827771697794,positif,positif,0.7360077680189323
tuju cara nya sayembara temu celah perban pentest aman cyber,negatif,0.5885771443015392,netral,negatif,0.5293698652940171
kpu bener nyari orang kpu tau nama lengkap alamat cari buruk sistem,positif,0.46921835354811436,negatif,positif,0.4664514943598552
bjorka ketawa puas liat laku polisi,negatif,0.5893247660429338,netral,negatif,0.6276796891754391
nangkap bjorka kerah sumber daya gin besar nangkepi jud ljud purapura bego aih keren respect,positif,0.5803834254545149,positif,positif,0.7228262525787041
plot twist nya bjorka nya asli teguh aprianto ajak deddy corbuzier podcast,positif,0.6374838898572647,netral,positif,0.6858239345372077
ketawa kasar kecewa reformasi total coklat,negatif,0.614476968373307,negatif,negatif,0.6619079333895411
berfikir anak anak indonesia bener jago dunia ithacker dibicarakn podcast sayang perintah indonesia atensi khusus anak oknum atas keras kepala jago menerimamengalah anak anak bakat mahir dal itcyberhacker arti oknum keras kepala ruang anak skill better cerdas oknum sokjago keras kepala kalah anak anak hasil salah tangkap orang wkwkwkw,positif,0.7014753318976129,netral,positif,0.7168546547836335
cyberpolice sibuk bjorka tuntasin judol sampe beneran bersih prestasi atas tangkap bjorka,positif,0.6823982003611193,netral,positif,0.728030382816919
cuman roy suryo rismon nangkep bjorka,positif,0.5039342800367186,netral,positif,0.5010944786230831
bjorka nonton gaduh ngemil kacang,positif,0.6356218345244332,netral,positif,0.6756837935082306
drama bjorka tangkap perintah konoha karna dana haji pindah bank bsi serang perintah cuci tangan nya percaya masyarakat tumbuh dana haji bsi nasabah haji pindah tabung haji danembuat rekening sadar tumbuh dana bsi lancar dampak muhammadiyah cabut dana bsi asli nya bsi goyah ampuh orang awam tau busuk nya birokrat negara laku jaman maj,positif,0.6083138888803501,netral,positif,0.6319462932995888
anak bangsa scurity cyber indonesiatenyata anak indonesia pintar,positif,0.7142348347238036,netral,positif,0.6867613687124032
waduhh podcast chaotic dalem deddy santai nusuk topik gila anak punk sampe bjorka bahas lucu mikir pokok episode campur aduk nagih tonton sampe habis,positif,0.5613018878353394,positif,positif,0.5545964402066965
programmer erti betapa sistem aplikasiwebsite indonesia gampang retas web perintah orang kompeten incar gaji buka lowong kerja modal kompeten bidang,positif,0.4595890105839868,netral,positif,0.6314208645229114
berita bjorka ketangkep percaya syahroni hamil lucinta luna,positif,0.6138547559719418,netral,positif,0.6232129757344704
percaya institusi beli robot prototypes dipakein seragam,positif,0.44991467607288194,netral,positif,0.6490049832104574
kek,negatif,0.3921508261689429,netral,negatif,0.37055748075519057
telak brp jago ngepress warga doang mrk mah,positif,0.5025296443424431,netral,positif,0.5208526014816839
polisi miness kak,negatif,0.4584206919325167,netral,negatif,0.4999601376295188
bang wkwkwkwk interpol gerak percaya,positif,0.5227788216156658,netral,positif,0.5309565292852475
kocak,negatif,0.4285714285714286,netral,positif,0.43611111111111106
polisi tangkap bnar kbnykan slh tangkap kblet pngkat,positif,0.5538273949017651,netral,positif,0.6199013464111336
kehack salah tangkap,positif,0.501300698573621,netral,positif,0.5911030040135165
bjorka polisi,positif,0.4785113884033578,netral,positif,0.4763258248496873
telak,negatif,0.4285714285714286,netral,positif,0.43611111111111106
gambaralamkois malu oknum,negatif,0.5165908268696192,netral,positif,0.44738098991109565
zienuart yes tukang,negatif,0.4609513564660252,netral,negatif,0.45598877607081667
balas bre,negatif,0.4285714285714286,netral,positif,0.43611111111111106
polisi,negatif,0.45559221726561544,netral,negatif,0.48398629705470897
bjorkan all,negatif,0.4285714285714286,netral,positif,0.43611111111111106
maen bola rental more and more and more,positif,0.5963753856364206,netral,positif,0.5942858098190884
komen judol tanggepi,positif,0.4991212262465787,netral,positif,0.6125738892936764
kemaren tukang keliling tangkap anak punk,positif,0.583679310569723,netral,positif,0.603419120578993
gin orang pintar masuk polisi,positif,0.5645485486160128,netral,positif,0.5815766514774819
bng,negatif,0.4285714285714286,netral,positif,0.43611111111111106
inimah masuk tko,positif,0.46294927886536624,netral,negatif,0.48112880365169086
orang indonesia notice channel bahas,positif,0.5673888404904072,netral,positif,0.5038349141166205
bjorka anonymous individu pake nick bjorka orangorang cerdas,positif,0.500837510967842,netral,positif,0.4904640127414434
gampang salah jir anu,negatif,0.488580407221663,netral,positif,0.4748090284005348
bjorka tangkep bjoker malu,negatif,0.5348114366095237,netral,negatif,0.4781600068013415
awokawok,negatif,0.4285714285714286,netral,positif,0.43611111111111106
aneh tegak hukum indonesia,positif,0.46602271192951467,negatif,positif,0.531664885178354
loh kemaren tangkep orang ngerusak sistem judol sampe rugi bang wkw,negatif,0.46550092911758273,netral,positif,0.4642252790683694
hacker lokal pergi nagara laen keja ilegal nagara merka bgus kerja dngan nagara merka labih pnting ambil dnaraga laen sprti kamboja harga nagara sndri,positif,0.4064925140699756,netral,positif,0.5958507772637428
bandar judol tangkap lawak bos,positif,0.6383985103988854,netral,positif,0.7605027400513457
bos judol bandar judol ditangkep terus dapet setor donk,positif,0.6246097109791953,netral,positif,0.7435725906425871
takut bjorka mebocorkan data beking bandar judol,positif,0.6792512082693107,netral,positif,0.7736465064066875
jauh cctv blepot,negatif,0.4285714285714286,netral,positif,0.43611111111111106
cyberpolice nangkap bjorka nangkap bandar judol mudah telusur alas fokus blokir puluh ribu situs web periksa rekening situs kocak,negatif,0.5278140364249148,netral,positif,0.5255180138938176
tangkep rugi bandar,negatif,0.5184845663805967,netral,negatif,0.48602348050897587
bjirka,negatif,0.4285714285714286,netral,positif,0.43611111111111106
broo duiitt,negatif,0.4285714285714286,netral,positif,0.43611111111111106
nangkap nipu bandar judol hebat facegreensmiling,positif,0.6544472233743716,positif,positif,0.7634675675242514
nangkep fufafa susah,positif,0.5774042340722647,netral,positif,0.5985907747272328
susah bos nangkep bandar judol server indo ngakses negeri tau negara berantas judol mah sulit,positif,0.7030718532952114,negatif,positif,0.8276369739647308
berantas judol mengkominfo tau kureng internet cepat,positif,0.5055942280890288,netral,positif,0.5605439938031941
kocak emng tegak hukum indo gtu wkwkw,positif,0.4278954360524614,negatif,positif,0.5400692562567692
rumahproduksi kerja capek mending bkerja gaji,negatif,0.6258023577373747,netral,negatif,0.5533050565831118
nangkep bjroka gampang recovery nyimpen barang bukti cctv kwkwkw,positif,0.47439071120581516,netral,positif,0.5402847264493182
tau nya salah tangkap,positif,0.5381474889957157,netral,positif,0.6282302482738373
rumahproduksi gin bang tau jual atm kosong akun atm kosong beli milik judol kedetek tangkap orang ngaku ngejual atm kosong ngeblok situs mengkominfo kureng cyberpolicepun mayoritas networking reng bro negara angkat para hacker programer indo cyberpolice masuk cyberpolice polisi sana networking susah dalemin negara invest ngangkat hacker programer handal indo specialist sana kasus dipanjangin,positif,0.595408842050255,negatif,positif,0.6471665616754845
telusur orang nya negeri judol,positif,0.5645786211023363,netral,positif,0.624831405155015
jng salah boss bandar judol keliling hacker handal untk jaga mengamankn judolnya knpa susuah orang hack situs judol,positif,0.5153527774520292,netral,positif,0.6462833456642283
isilopisi amplop,negatif,0.457360145344519,netral,negatif,0.46525514249851346
kayas kedetek bandar judol lokasi nangkepnya negeri internasional itungannya nangkep koruptor lari negeri ribet proses judol bandar sana nyuntik duit perintah nangkepnya,positif,0.6176511171167928,netral,positif,0.7192467431674796
nangkap maling bantu warga harap,positif,0.46295878824425385,netral,negatif,0.4854222902994653
bandar judol tangkep piara pastisetorannya gede bos,positif,0.5229345586950638,netral,positif,0.6228443345450285
nazwashaqifachannel bjoker bang bjirr,negatif,0.4680182101537634,netral,negatif,0.5194000544182766
bener,negatif,0.6090517018303006,netral,negatif,0.6201264395993633
salah tangkap,positif,0.501300698573621,netral,positif,0.5911030040135165
bos judol tangkap buka situs judol seponsor utama liga inggris team liga inggris sponsor baju nya judol,positif,0.6396438648616022,netral,positif,0.7457093889424011
ngapain nangkep bjorka benerin sistem spy gmpang bobol,positif,0.5250550688668919,netral,positif,0.5741048454358276
rumahproduksi judol pst aman orang dpt ceper situ gede mngkin hapus judol trima aje,positif,0.5869426474983429,netral,positif,0.6399187245583131
suruh bjorka rampok duit koruptor bagi rakyat,positif,0.5734087886356545,netral,positif,0.5547667493789813
pol nya nangkap kadal dpt nya cicak,positif,0.6712667979650043,netral,positif,0.6887150743979648
nangkep curanmor,positif,0.5650519762770847,netral,positif,0.5975325046471033
bandara judol backingi anggota,positif,0.5080844543780189,netral,positif,0.6384200269745228
lindungin berita,positif,0.5028645960548214,netral,positif,0.5063839460483331
tangkap bjorka bijirka,positif,0.4980032726913403,netral,positif,0.5688946690843062
fufufafa,negatif,0.4285714285714286,netral,positif,0.43611111111111106
orang ngasal tangkep hacker nangkep judol emng melihara lupa sambo ngebacking judol,positif,0.6683508344489875,netral,positif,0.7318230255033978
bos bandar nya bayar gede bro smpai ketangkep ketangkep keroco doang,negatif,0.44662868710241205,netral,negatif,0.4517622713004495
ladusing nangkap bandar judol asa tangkap rugi bandar judol,positif,0.6388508668975823,netral,positif,0.7920152706502027
danain negara judol moso nangkap bandar rugi dongg,positif,0.697062766224897,netral,positif,0.7797707710118212
tepuk tangan cuuiihh,negatif,0.44175739857174845,netral,positif,0.46088276665507605
fuadbarokah negara invest nya anggota dpr bumn bro,negatif,0.4511594623148145,netral,positif,0.43855523031645777
ketangs bjirka,negatif,0.4285714285714286,netral,positif,0.43611111111111106
rizkydavinci asas praduga salah maksud negara milih invest anggota dpr bumn tenaga ahli hati tuntut,positif,0.5086549907488249,netral,positif,0.5693489781551438
ketangkep kaga,positif,0.4474759881420288,netral,negatif,0.448306558066781
kalem,negatif,0.4285714285714286,netral,positif,0.43611111111111106
tangkap main judolnya bandar keren polisi indo,positif,0.7647843752297894,positif,positif,0.8487596115622627
polisi konoha asli tukang tipu,positif,0.5483748339971235,netral,positif,0.5472813943964121
polisi kont,negatif,0.45559221726561544,netral,negatif,0.48398629705470897
boss intel nyambi lindung bandar,negatif,0.4761061483617886,netral,positif,0.5062404845238083
ladusing duit dlu jalan,positif,0.48302721921490155,netral,positif,0.5295039999581836
waismuvie bang beliau sarkas loh,negatif,0.45194952850556547,netral,negatif,0.47737735012494176
tompimanurungdh judol lokal byk website judol bandar lokal uda byk kudet bre uda spill website nya,positif,0.575431727382708,netral,positif,0.6806236390858612
indo ngerugiin bandar judol tangkap nya ehh,positif,0.6655421442579735,netral,positif,0.799440865810911
solidupvc,negatif,0.4285714285714286,netral,positif,0.43611111111111106
megang judol oknum nangkep,positif,0.5777830729902675,netral,positif,0.6937675074177707
isilop bang,negatif,0.5700472052327492,netral,negatif,0.6348360068142981
bandar cuan isilop bklan hilang bandar judol bandar ubas,negatif,0.48890193954183475,netral,positif,0.5213493479428696
nangkap salah tangkap,positif,0.5812022264150977,netral,positif,0.6744172995781748
selamat lolot prestasi,positif,0.5414114629456394,netral,positif,0.5452630851527316
polisi konoha bang polisi negara cinta,positif,0.5370792440150669,netral,positif,0.5020242048145603
bandar bikin lapor rugi gila akwowkakwoako,positif,0.5092399148461034,netral,positif,0.5156319455028777
duit ngak main ketangkep bang,positif,0.7291219548913447,negatif,positif,0.7274642068651986
layan tulus hati biaya pungut biaya,positif,0.49233315954960405,netral,positif,0.4704253408157243
thekatzenbergbismillah assalamualaikum jual rumah harga tanah kosong luas tanah luas bangun mpersegi cocok usahadan rumah pribadi lokasi jln kedung baruk sby timur persis indomart rumah ininol jln raya jual cuman harga tanah kosong sajasurat shm ready kamar kos penuh hun,positif,0.6862838427844871,negatif,positif,0.6411014375529622
agussv woy doxing klw dagang silah posting channel pribadi atw channel khusus dagang,positif,0.44243896211102374,negatif,positif,0.5107983032707104
maluin prestasi,positif,0.5414114629456394,netral,positif,0.5452630851527316
thekatzenbergkesempatan langka beli rumah rumah incam nya jual harga tanah lokasi strategis keliling universitas besar sby hotel besar indonesia lokasi jln kedung baruk kec rungkut sby luas tanah luas bangun,positif,0.6191125829665883,netral,positif,0.6102447085211448
polisi duit duit judol fufufafa masak bodoh,positif,0.5786073081941038,netral,positif,0.5998514884042094
bandar judol nya main ketangkep tangkap main rugi bandar judol konyol,positif,0.7947339190245207,netral,positif,0.8773867831560062
okynurfattah wkwkwkwkwk player ditangkep sesuai lapor masyarakat,positif,0.49167722362824623,netral,positif,0.47302150713111696
kompetisi bug hunter tau bang,negatif,0.41990491229214383,netral,negatif,0.4286724387530414
numpang komen mampu pusat bang arah nasionalism perhati gov btw bjorkan doi sebenernya cuman ter center data mudah bocor example data disdukcapil partial data contoh profesi contoh isilop tinggal partialing job data olah olah,positif,0.450119920220931,netral,negatif,0.6131008668547759
video siih,positif,0.6519031757925684,netral,positif,0.654967335218862
jaman qris wallet,positif,0.4873021575847182,netral,positif,0.5679665246850895
kaya polisi jejak digital rekrutmen naik pangkat polisi terjun daerah operasi militer negeri negeri pangkat kopral sersan tni,negatif,0.5368879406161616,netral,negatif,0.5425293074103441
ketawa geleng geleng kepala,positif,0.5212631882516324,netral,positif,0.46683096641514815
leoja tepok jidat,negatif,0.4285714285714286,netral,positif,0.43611111111111106
sok tau dagang donat,negatif,0.5187261941665579,netral,negatif,0.4925319356105179
nutupin pertamina,positif,0.4882171287648026,netral,positif,0.49159846156129167
bapak pramuka cocok main api unggun,positif,0.7671487900710101,netral,positif,0.7858947363699644
skin police saber recall ngekill,negatif,0.4285714285714286,netral,positif,0.43611111111111106
puas kek kecewa ilopsili,negatif,0.3921508261689429,negatif,negatif,0.37055748075519057
komennya ded judol,positif,0.6546636145805401,netral,positif,0.7635505361881525
duit boss dekengane dewe,negatif,0.4308872206745561,netral,positif,0.4794251964864862
bukti lembaga ciber polri kualitas sedih,positif,0.4247401718999896,netral,positif,0.41509094991854395
pura bego bro ditangkep ngidupin,negatif,0.46873759937764725,netral,positif,0.4591322792191794
admin judol takut kmampuan ahli cyber kpolisian,positif,0.4716088753871821,netral,positif,0.6374341825586881
sebenernya sistem informatika tau nyari data website sulit nyari data milik akun sosmed bikin web bayar nya via satellite indo mudah make satellite orangorang pilih test komputer bobol website nya ambil data,positif,0.48981603024401965,netral,positif,0.6309136628294764
coklat mesti revolusi total sektor bapuk indonesia mas untung sdm zimbabwe negara korup ribu negara mas diri orang heran,negatif,0.4420576479591156,netral,negatif,0.4718231016177503
coklat resah tmpt keren kota dsini kerja coklat voly sepak bola basket pagi sore lapor terimakasih proses bertahun kabar smp skrng,negatif,0.5793545942522904,positif,negatif,0.6036855261335715
hahahhaha bener revolusi totalparah,negatif,0.6090517018303006,netral,negatif,0.6201264395993633
tetangga oknum mantan coklat alias pensiun arogan rese tetangga renov rusakin rumah betulin ganti rugi,negatif,0.5800887692421589,netral,negatif,0.5344555658807378
narasumber podcast males urus instansi perintah penting pribadi,negatif,0.4693688911996334,negatif,negatif,0.4850606947620564
cuan,negatif,0.4285714285714286,netral,positif,0.43611111111111106
penjinakboomm cocok boss,negatif,0.4639670217902062,netral,positif,0.49625989588619907
polisi,negatif,0.45559221726561544,netral,negatif,0.48398629705470897
judol salah hasil gede isilop bandar ditangkapdibrabtas dpt duit,positif,0.6102437303878555,netral,positif,0.6632139381798138
gampang jalan alir dana nya,positif,0.5321398760805066,netral,positif,0.5410754087734497
nyari ilang buka cctv nyari hacker,negatif,0.48174644349459433,netral,positif,0.45140438532380756
resin majikan wkwkw,negatif,0.4285714285714286,netral,positif,0.43611111111111106
kak dapet uang samping hidup hedon aset,negatif,0.5153905649922406,netral,negatif,0.5257362562991069
lahan basah ladusing musnah,positif,0.4584590591020111,netral,positif,0.5643778201663329
mariasyarif gabisa mampu polisi indo,positif,0.4859112918657243,netral,positif,0.5749053736688141
tau judol berantas atensi gede cuy,positif,0.5811767329197938,netral,positif,0.6617334585859816
rugi donk cuannya kerja bakti,negatif,0.4988538010161736,netral,positif,0.4634356889469014
bener,negatif,0.6090517018303006,netral,negatif,0.6201264395993633
gokil cengengesan,negatif,0.4285714285714286,netral,positif,0.43611111111111106
makan mie ayam nonton video,positif,0.6866883656775983,netral,positif,0.7062229773411299
ngemil cip kacang,negatif,0.4285714285714286,netral,positif,0.43611111111111106
film,positif,0.5220425999732913,netral,positif,0.5254176913638898
minum soda pilem pilem,negatif,0.4285714285714286,netral,positif,0.43611111111111106
ngopi zuzu,negatif,0.42393502990150045,netral,negatif,0.5685114854313639
kacang macadamia,negatif,0.4285714285714286,netral,positif,0.43611111111111106
mnguntungkn mreka ush ajak,negatif,0.4285714285714286,netral,positif,0.43611111111111106
perintah aib buka wkwkwkw,positif,0.5001302025908386,netral,positif,0.5271625325403821
keponakan ajak,positif,0.4828559983862889,netral,positif,0.48623547768476205
ahli cyber security indonesia untung wkwkwkwkwwkwkwkwkwk jegal orang penting,positif,0.5552948750324213,netral,positif,0.5830641111801155
ajak karna polisi tameng penting bilang,negatif,0.4162817664712909,netral,negatif,0.43470841152782985
password nya admin bang,negatif,0.4783041676589134,netral,negatif,0.4508876685929019
uang gampang ubah dikonoha,positif,0.4251089731783756,netral,positif,0.46027028939473674
tau keinget bang teguh ngebuka pass wifi mudah masuk sembarang wifi nonpassword bahaya perangkat hubung,positif,0.49178711411498366,netral,positif,0.520963788925227
webnya gampang deface,positif,0.44955395570972034,netral,positif,0.5338746316609235
web perintah aplikasi cuan aman cepat,negatif,0.535348538322376,netral,negatif,0.47111250962487106
sederhana cari kompeten nilai kandidat kompeten gumana sdgkn perintah colong hacker,positif,0.4866577514906018,netral,positif,0.5796644714628918
kkn xixiixxi berita nihh stay tune,positif,0.5028645960548214,netral,positif,0.5063839460483331
telkomdso,negatif,0.4285714285714286,netral,positif,0.43611111111111106
budaya orang dalem gitu ajak kompeten kerja nya parah nya bidang nya alam kerja yaa gitu gmpang retas,negatif,0.4995625570614477,netral,positif,0.46674822703256796
cheazet haku pake wifi bangun pesantren rumah ustadz bjorka,positif,0.5267399025329808,netral,positif,0.5000207133526331
gitu harga aplikasi triliun,negatif,0.4879726184503871,netral,negatif,0.45334574646465875
kadang ditawarin third party bikin webaplikasi perintah tolak dana tawar atas ratus juta proposal programmer alhasil sistem sesuai budget,positif,0.6990900930492073,netral,positif,0.6488046435902545
hellapras sistem perintah bahan bagus harga sesuai tawar project perintah swasta berbelitbelit oknum bikin ribet tim profesional sertifikat manca negara bayar lancar sekian persen gitulah embel best quality kerja swasta kurang bahan modal siap swasta hasil project syukur komplain sesuai sepakat tim kerja layan bagus,positif,0.5679520150704755,positif,positif,0.583146516749061
bjorka ngomong,negatif,0.597203611649468,netral,negatif,0.6608071493819468
wuanjay hahahha,negatif,0.4285714285714286,netral,positif,0.43611111111111106
ancok faktap,negatif,0.4285714285714286,netral,positif,0.43611111111111106
hahahahahaha sumpah gokil komen bang ketawa ampe nang,positif,0.4570862999989943,netral,negatif,0.4570119045992714
idih amit bom muhrim,negatif,0.4285714285714286,netral,positif,0.43611111111111106
ketawaa guee anjirr,negatif,0.4285714285714286,netral,positif,0.43611111111111106
muhrim,negatif,0.4285714285714286,netral,positif,0.43611111111111106
cok kemekel moco komen,negatif,0.5286884902101591,netral,negatif,0.5023965898173951
ngakak guling guling,negatif,0.4285714285714286,negatif,positif,0.43611111111111106
puncak komedi polri cuakkxxkxk,positif,0.48186800601189156,netral,positif,0.46432295564711257
video seru seru,positif,0.6234554688980348,netral,positif,0.6251460895630286
indonesia orang kompeten kerja perintah kompeten wawas nya bilang hnya gelar teori ahli ahli mampu nya mumpuni otodidak lgs praktek mampu cyber security instansi perintah mudah jebol kritikal dasar beli tau beli beli software kam jaring byk lemah system kelas perintah alokasi dana aman gede aman data nya jaga beli kam software mudah tutup celah system makan pntg aman system jaga instan hasil zonk keamana cyber security nya,positif,0.45632016905829165,netral,positif,0.5871907951107022
nyari ilang ribet nagkap hacker,negatif,0.4611382838124045,netral,positif,0.4634872562206379
bro teguh narasumber asik logic serius vibe nya santuy,negatif,0.5024701823034742,netral,positif,0.4740360929888293
bjorka clown laughing you,positif,0.5745055231869038,netral,positif,0.584363909510447
ulti teguh,positif,0.46861388572157003,netral,positif,0.5653672271767031
inget baca teroris isis ledakin bom bunuh perancis november orang tinggal kordinasi pake fiture chat,negatif,0.5769117130503946,netral,negatif,0.6008461229371077
vibesnya video fun parah,positif,0.6080101232891189,netral,positif,0.6104810101880206
bjorka ketawaa ngakak pojok,positif,0.4975702072006268,negatif,positif,0.5171953745729138
komunitas anak latih hacker bayar keren bocah duit ikut latih tsb legally jual mampu perusahaan system bocor bayar lumayan,positif,0.7018254069005625,positif,positif,0.7204591410840593
alur vina cirebon ujung nya rakyat jelata kambing,negatif,0.5161320623086685,netral,negatif,0.5192946871531351
omong mahasiswa bilang polisi kuliah bener ilmu,negatif,0.4461252889996999,netral,positif,0.4479670820581279
polisi indonesia nangkap bjorka nangkap koruptor gedung dpr,positif,0.6204420601355646,netral,positif,0.6833699050109344
niat pahlawan blunder wkwkww mampooss makan neng liat asli,negatif,0.47296710087184884,netral,negatif,0.48847126817569014
bjorka for vendetta,positif,0.4975702072006268,netral,positif,0.5171953745729138
ribu perintah serta instansi busuk indonesia usaha nutupin kasus gede alih isu masalah tutup lupa masyarakat contoh bjorka muncul sambo muncul data polisi tuju alih isu ijazah jokowi masyarakat tekan memviralkan perihal ijazah open your mind guys and open your eyes sampe bodoh buta perihal kasus kawal ijazah jokowi politik bjorka isu usaha naik lupa,positif,0.5897254506673211,netral,positif,0.5715608234964161
biorka bobol bntu kasus indo orang,positif,0.49047971304589644,netral,positif,0.5902973964382576
lucu hasil nangkap bjorka,positif,0.5963354233222847,netral,positif,0.7016392143013033
gaya penyampaiann teguh enak,negatif,0.4455957304527811,netral,positif,0.48733688862533453
lapor mmbobol rugi bndr judol terus lanjut kmaren gimna,positif,0.48500947083044976,netral,positif,0.5677634062367792
niat mbil hati masarakat dngan nangkep bjorka bjorka masarakat,positif,0.6452433553476501,netral,positif,0.6603340110738379
bobrok nya sistem polisi nkri senangin atas,positif,0.5098551797996913,positif,positif,0.4701480395379689
puncak,negatif,0.4285714285714286,netral,positif,0.43611111111111106
bilang polisi hebat biyorka asli nertawain,positif,0.5070181875239949,positif,positif,0.5135441905360728
cuuaakk,negatif,0.4285714285714286,netral,positif,0.43611111111111106
pertamina,positif,0.4882171287648026,netral,positif,0.49159846156129167
lucu asli,positif,0.5410716288815675,netral,positif,0.5805561401972252
kompetisi stand komedi kompor gas,negatif,0.4285714285714286,netral,positif,0.43611111111111106
numpang ngakak,negatif,0.4285714285714286,negatif,positif,0.43611111111111106
bener bet,negatif,0.6090517018303006,netral,negatif,0.6201264395993633
jabat aware cybersecurity bikin apps bejibun cepet slesai jalan ngasal bikin,positif,0.6091060229310563,netral,positif,0.6077964258444538
motor plat nomor urus,negatif,0.550693174707278,netral,negatif,0.5689010224998954
dvnolivia nyari adil susah bett,negatif,0.5116743988708378,netral,negatif,0.48488482424093926
mudah,negatif,0.5393666305574402,netral,negatif,0.5573173123789829
yoi gaada duit nya,positif,0.5728327120192569,netral,positif,0.5621953404977268
lapor ilang ketawain,negatif,0.5206497602411945,netral,negatif,0.5565072129970836
