clean_comment,char_length,word_count,sentiment_label,sentiment_score,confidence,prob_positive,prob_neutral,prob_negative
bener data kerja badan intelejen nasional dr no alamat kelurga dllnya,69,11,neutral,1,0.98033273,0.013073627,0.98033273,0.00659361
cek nomer rekening saldo cek mutasi,35,6,neutral,1,0.99750924,0.0010871736,0.99750924,0.0014035568
gw sore ditelfon cwek tipu tau gw anjirr atm gw,47,10,neutral,1,0.7115704,0.0022205147,0.7115704,0.2862091
santuy aj bro,13,3,neutral,1,0.87157124,0.06286485,0.87157124,0.06556394
podcast dejavu obrol,20,3,neutral,1,0.9811219,0.016344104,0.9811219,0.0025340146
om ded undang mega bintang tri uang donggg om,45,9,neutral,1,0.9734779,0.0036100494,0.9734779,0.022912098
kali undang jim geovedi sudut pandang aman cyber indonesia om ded,65,11,neutral,1,0.9964604,0.0026793252,0.9964604,0.000860258
undang purbaya om,17,3,neutral,1,0.81873333,0.1736728,0.81873333,0.0075938995
pol poll,8,2,neutral,1,0.5595992,0.220243,0.5595992,0.22015771
narasumber valid sih om bjirka personturqouisewaving,52,6,neutral,1,0.9935994,0.0017110821,0.9935994,0.00468948
bjorka kena prank terus hibur masyarakat,40,6,neutral,1,0.9817461,0.01340491,0.9817461,0.0048490874
gw kasih kisi2 bjorka independen bjorka kelompok negara tangkap bjorka 38004 pecah kode instansi polisi,103,15,neutral,1,0.9963372,0.00071457686,0.9963372,0.0029482495
atur hk perintah ngasih kompensasi uang kak indonesia,53,8,neutral,1,0.9280208,0.0018078657,0.9280208,0.0701713
durray13 surat maryam 17 alloh tiup rahim maryam hamil lahir isa bapak isa yg maryam hamil putar putar kabah nya,112,20,neutral,1,0.97594744,0.004324962,0.97594744,0.019727545
konoha negara yg,16,3,neutral,1,0.8424949,0.12758261,0.8424949,0.029922508
berita pertamina tutup nih,26,4,neutral,1,0.98541623,0.0013509538,0.98541623,0.01323288
durray13 kau tuhan 1 tuhan doa tuhan tuhan tuhan lahir sang cipta sangpencipta cipta cipta lahir tuhan karna meng adakan cipta cipta tuhan bantu manusia bantu manusia kabul doa manusia doa tuhan bantu manusia,208,34,neutral,1,0.44385728,0.12822965,0.44385728,0.427913
lapor rtrw biar hapus warrga,28,5,neutral,1,0.84386295,0.0011126181,0.84386295,0.15502441
durray13 muhammad sunat yg sunat muhammad umur 60 silah dicopy paste bagi,73,12,neutral,1,0.80278593,0.0029881152,0.80278593,0.19422598
yg tangkep akun fake bjorka,27,5,neutral,1,0.7611062,0.0015307488,0.7611062,0.23736309
yaa emang prnh undang nya,25,5,neutral,1,0.760088,0.10956056,0.760088,0.13035147
guigore3358 karna undang isi obrol kyk ulang,44,7,neutral,1,0.99582505,0.00071744743,0.99582505,0.0034575064
harap,5,1,neutral,1,0.54560035,0.40791532,0.54560035,0.046484247
kenalin byurka,14,2,neutral,1,0.86803806,0.038698584,0.86803806,0.093263365
bjorlah,7,1,neutral,1,0.5473546,0.4059963,0.5473546,0.046649136
alih isu pertamin,17,3,neutral,1,0.9886847,0.005421158,0.9886847,0.005894221
bandung jual bakso cuanky tegal jual telor asin jateng tukang sate kambing,74,12,neutral,1,0.9463241,0.047263943,0.9463241,0.00641193
3621 deddy masuk kantor cyber tv pake video ala matrix,54,10,neutral,1,0.99795544,0.0008634932,0.99795544,0.0011811303
012 suara tau ni yg mas g0ndrong it,35,8,neutral,1,0.9849377,0.0044652293,0.9849377,0.010597104
gw 3748 windows gw masuk 2nd computer mw shutdown notifikasi gw laptop 1 biji gw gatau yg make gw gatau gimana jd ywdh wkwkwk,125,24,neutral,1,0.6598061,0.004254431,0.6598061,0.3359395
yg mesti bawa orang tau it aja coba udah nangkep bjorka undang ngomong,70,13,neutral,1,0.7310615,0.014553321,0.7310615,0.2543851
buka miscrosoft exel aja gak,28,5,neutral,1,0.9905049,0.0014541445,0.9905049,0.008040911
mas teguh aprianto mngkin y,27,5,neutral,1,0.9941976,0.004615232,0.9941976,0.001187138
rqa2265 plot wist lg yg close the dor bjorka,44,9,neutral,1,0.9971814,0.0013660999,0.9971814,0.0014524726
pikir gua kesini deh bro,24,5,neutral,1,0.77386665,0.08901367,0.77386665,0.13711962
contoh,6,1,neutral,1,0.72354287,0.16804147,0.72354287,0.10841567
adimahendraaa pertamina trus tambang raja ampat,47,6,neutral,1,0.99446905,0.004734985,0.99446905,0.0007959474
papabrot8d ni orang bambang,27,4,neutral,1,0.89195305,0.008762482,0.89195305,0.09928445
masukin perintah mesin automation cari celah pintu masuk aplikasi 4031 tren automation ai,89,13,neutral,1,0.9967726,0.0008772175,0.9967726,0.0023502496
bjorka alih isu,15,3,neutral,1,0.9967122,0.0015048189,0.9967122,0.0017829363
5721 pake shopee,16,3,neutral,1,0.9968876,0.0022629648,0.9968876,0.00084945763
tarik cybersecurity ctf komunitas nama nusahack komunitas,57,7,neutral,1,0.99575716,0.0010478242,0.99575716,0.0031949792
gue sepakat narsum bjorka orang organisasi hacker 2 orang curiga bjorka klaim curiga bjorka,91,14,neutral,1,0.9595932,0.0010905553,0.9595932,0.039316375
mw join kk 3,12,4,neutral,1,0.9888939,0.008557273,0.9888939,0.0025487565
acellegend6630 ngomong sih,26,3,neutral,1,0.9916487,0.0032135467,0.9916487,0.005137839
acellegend6630 sih,18,2,neutral,1,0.9711335,0.027037079,0.9711335,0.0018295271
wkwkkw latih banyak otodidak,28,4,neutral,1,0.8896611,0.09613337,0.8896611,0.014205535
info loker min,14,3,neutral,1,0.99680376,0.0023811802,0.99680376,0.00081502704
inyiakputiahl9v cari tau,24,3,neutral,1,0.99037105,0.0018656941,0.99037105,0.007763195
inyiakputiahl9v susah klu gk tau hp nya imei hpnya,50,9,neutral,1,0.6336193,0.00288077,0.6336193,0.36349985
karowonglanang latih hacker gak bayar gratis coba sebut nama komunitas nya biar nanti daftar komunitas,102,15,neutral,1,0.79674715,0.0027142542,0.79674715,0.20053868
info latih nya kak link,23,5,neutral,1,0.99650514,0.0026609516,0.99650514,0.00083397445
pelatihab hacker wkwkwkw latih cyber security,45,6,neutral,1,0.52646273,0.0016866201,0.52646273,0.47185063
mfshort47 latih tdk gratis,26,4,neutral,1,0.9801308,0.0032128836,0.9801308,0.016656311
inyiakputiahl9v bang,20,2,neutral,1,0.4720346,0.29014894,0.4720346,0.23781654
bug bounty proses ajar bug bounty jga,37,7,neutral,1,0.89554733,0.024073275,0.89554733,0.08037942
saran bang deddy undang onno purbo beliau sedia kelas gratis,60,10,neutral,1,0.99495786,0.004465411,0.99495786,0.00057677965
lihat bjorka jujur ragu narasi indonesia emas 2045,50,8,neutral,1,0.9564958,0.033591382,0.9564958,0.00991283
gw biyorka bjorka ngetawain laku polisi makan goreng cabe rawit nya 3,69,12,neutral,1,0.71543705,0.0062542963,0.71543705,0.2783086
menit 0749 suara bjorka masuk om ded,36,7,neutral,1,0.99729925,0.00075138535,0.99729925,0.001949415
perintah hasil tangkap bjorka bjorka udah yappingnya,52,7,neutral,1,0.9935684,0.004303212,0.9935684,0.002128296
bjorka lihat podcasts ngemil kacang sukro nyambi nyeblak,56,8,neutral,1,0.9581578,0.014461646,0.9581578,0.027380614
ingat surah albaqarah ayat 1,28,5,neutral,1,0.9455316,0.049124096,0.9455316,0.005344358
temen autis jenius jago coding it undang acara teknologi,56,9,neutral,1,0.98771685,0.010016478,0.98771685,0.0022667428
alih isu hukum mati koruptor sita aset korupsi laptop nadim mbg minyak up,73,13,neutral,1,0.995423,0.0006529662,0.995423,0.003923954
ajar hacking game iseng penasaran gimana sistem jalan pure otodidak kalo digging internet modal vpn,99,15,neutral,1,0.6392069,0.025809994,0.6392069,0.33498314
bocor data pakai survey vote pilih bikin akun bot data si guna,62,12,neutral,1,0.5040894,0.0013941104,0.5040894,0.49451643
bjorka pecah skandal judol,26,4,neutral,1,0.55868137,0.0016130329,0.55868137,0.43970558
harga perintah obok obok bjorka,31,5,neutral,1,0.92355525,0.0022790448,0.92355525,0.07416578
pov bjorka nyeduh kopi dlu kali,31,6,neutral,1,0.74226415,0.22562087,0.74226415,0.03211489
bjorka asli lingkar,19,3,neutral,1,0.9717702,0.02190604,0.9717702,0.006323845
inget film the accountant adminnya si accountant,48,7,neutral,1,0.48552728,0.46260855,0.48552728,0.05186418
99 bjorka alih isu,18,4,neutral,1,0.996612,0.0017900077,0.996612,0.0015979472
bjorka 1orang kumpul hacker mudah aparat tangkap,48,7,neutral,1,0.8820514,0.0010183626,0.8820514,0.11693024
byorka byorka gw,16,3,neutral,1,0.900069,0.06342899,0.900069,0.03650195
polri paham pecah arti 001 mimpi ketemu bjorka,46,8,neutral,1,0.9965868,0.001552556,0.9965868,0.0018606914
bjorka nonton nih,17,3,neutral,1,0.9799809,0.01823543,0.9799809,0.0017836653
plot twist nya bjorka wkwk,26,5,neutral,1,0.94655097,0.028349757,0.94655097,0.025099305
tnya,4,1,neutral,1,0.5473818,0.42590103,0.5473818,0.02671713
bjorka nya yg deddy dlm podcast,31,6,neutral,1,0.9913384,0.00796932,0.9913384,0.0006922574
bjorkanya recall2,17,2,neutral,1,0.48476475,0.47208756,0.48476475,0.043147583
udah percaya aja bjorka biar neng apreasiasi kerja perintah,59,9,neutral,1,0.44176134,0.34026417,0.44176134,0.21797448
udah pangkas rambut anak anak kominitas hacker heckeran,55,8,neutral,1,0.8292996,0.007965141,0.8292996,0.16273524
hai indonesia bjorka sehat damai sejahtera transfer uang ketua cyber security indonesia,87,12,neutral,1,0.99680114,0.001009097,0.99680114,0.002189769
undang menkeu purbaya om ded,28,5,neutral,1,0.9949274,0.0040658396,0.9949274,0.0010067584
listyo sigit bikin mlu ama byorka,33,6,neutral,1,0.95177436,0.038362734,0.95177436,0.009862924
rekrutmen polisi minimal s1,27,4,neutral,1,0.99659234,0.0021929652,0.99659234,0.0012146722
hati2 bwt coment,16,3,neutral,1,0.55930686,0.033886496,0.55930686,0.40680665
hubung company ansuransi scamer tau maklumat sy,47,7,neutral,1,0.66923314,0.005719277,0.66923314,0.32504758
1744 om ded coba giring beliau jurang beliau loncat respect,59,10,neutral,1,0.985053,0.0062526953,0.985053,0.008694364
om ded mode intel gali trosss omm,33,7,neutral,1,0.88674146,0.0043196464,0.88674146,0.10893885
rendah serendah rendah nya instansi nya sebut bjorka facebluesmiling facebluesmiling facebluesmiling facebluesmiling,116,12,neutral,1,0.75684243,0.022686604,0.75684243,0.22047095
bjorka i m still alive bitts,28,6,neutral,1,0.8500786,0.06392751,0.8500786,0.08599385
om dedi sm bjntang tamu bagamana bkn djorka g tau,49,10,neutral,1,0.90695536,0.005978132,0.90695536,0.08706651
bjorka nonton podcast bjorka dmna buka data2 pejabat2 korupsi indonesia lembaga teimksh,87,12,neutral,1,0.9408391,0.0020886639,0.9408391,0.05707223
ngehack situng kpu sih hitung suara manual formulirdokumen lacak mainhya ngehack manual alias beli suara ama tugas catat hehehe,127,19,neutral,1,0.54771185,0.005519202,0.54771185,0.44676897
rakyat pakai baju bjorka tangkap polisi,39,6,neutral,1,0.9287455,0.0006846066,0.9287455,0.07056989
isu alih uud empas aset,23,5,neutral,1,0.988664,0.0011563895,0.988664,0.010179673
masyarakat gaptek cik cik,25,4,neutral,1,0.8568397,0.027453342,0.8568397,0.11570701
mas teguh udh bilang g kerja perintah,37,7,neutral,1,0.85847527,0.0040188637,0.85847527,0.13750598
1752 catat,10,2,neutral,1,0.9747668,0.018692177,0.9747668,0.0065410607
agen investigasi mode podcast,29,4,neutral,1,0.99299544,0.0016468979,0.99299544,0.0053576203
dapat bjorka komunitas instansi,31,4,neutral,1,0.99378294,0.0047015157,0.99378294,0.0015155771
plot twist podcast om ded bjorkanya canda,41,7,neutral,1,0.9942133,0.0049301027,0.9942133,0.00085666124
bjorka blokir pinjol aja gk,27,5,neutral,1,0.56916624,0.001811299,0.56916624,0.42902246
hitung berp kali kalimat simple ucap,36,6,neutral,1,0.9846256,0.0038277402,0.9846256,0.011546732
wadah hacker hacker utk lawan mafia korupsi dr siber minyak,59,10,neutral,1,0.69763774,0.007161364,0.69763774,0.2952009
jabat angkat politisi2 teknokrat peduli teknologi menristek teknokrat bj habibi,79,10,neutral,1,0.9957585,0.0026248517,0.9957585,0.0016166831
4949 isriwil jabat ga bs kutik alas diri apple ms suka surat,60,12,neutral,1,0.96289086,0.0020785087,0.96289086,0.035030544
plot twist bintang tamu bjorka,30,5,neutral,1,0.9970697,0.0013965575,0.9970697,0.0015336787
data polisi buka yg beli oposisi senjata politik,48,8,neutral,1,0.9763949,0.0011380933,0.9763949,0.02246695
gua harap bjorka twit jadi klo,30,6,neutral,1,0.8934292,0.104181506,0.8934292,0.0023892114
adlah yg asli ituuu yg tonton skrng,35,7,neutral,1,0.5015706,0.032252494,0.5015706,0.4661769
mendalamin hacking gapunya laptop ga dalam warnet,49,7,neutral,1,0.6366319,0.0041087386,0.6366319,0.35925943
bener sih bang teguh masa retas website pampang nama alias,58,10,neutral,1,0.8340758,0.03900566,0.8340758,0.12691854
plotwist nya bjorka yg podcastin,32,5,neutral,1,0.92858,0.058178376,0.92858,0.013241567
polisi mampu hacking investigasi tahu knalpot standar bawa moge aja gak,71,11,neutral,1,0.93979067,0.0019425921,0.93979067,0.058266748
butuh khusus mampu social hacking,33,5,neutral,1,0.8886349,0.019453805,0.8886349,0.091911234
bjorka muncul,13,2,neutral,1,0.92247444,0.0061354185,0.92247444,0.07139014
sekian obrol 4337 om deddy wakil tonton wkwkwk,46,8,neutral,1,0.99239576,0.0036631483,0.99239576,0.0039411695
hacker tutup kode etik,22,4,neutral,1,0.75761014,0.0014605809,0.75761014,0.24092925
bjorka org istana,17,3,neutral,1,0.82773006,0.008199636,0.82773006,0.16407028
gin yg tangkap cuman modus 1akun orang tim ip adress yg bnyak kalo perintah mentracking jejak bjorka tim 1orang aja intelejen media tau arti bjorka kumpul bnyak timbnyak orang yg kerja balik simplenya gin 1orang tangkap yg aktif maaf kalo kata2 susun rapi sila paham,266,45,neutral,1,0.4544952,0.22521895,0.4544952,0.32028586
doi gali informasi tuh,22,4,neutral,1,0.9574687,0.039238863,0.9574687,0.003292479
harap byorka bocor alir dana2 bumn,34,6,neutral,1,0.9637968,0.0013432282,0.9637968,0.03485994
physical device israel nama pegasus,35,5,neutral,1,0.996716,0.0010393568,0.996716,0.002244739
bjorka aktip broh twitter nya,29,5,neutral,1,0.9713877,0.008628864,0.9713877,0.019983398
klo sepak bola polisi cyber crime nya udah kolongin bjorka push up sih,70,13,neutral,1,0.75941676,0.005391736,0.75941676,0.23519145
1150 ahmad saron,16,3,neutral,1,0.99167436,0.0030780695,0.99167436,0.0052475957
beliau cheat point blank 2510,29,5,neutral,1,0.9924717,0.0020755834,0.9924717,0.0054527177
2901 lahir villain niat bantuin,31,5,neutral,1,0.99648917,0.0007734638,0.99648917,0.0027373622
bjorka orang singapura muncul ramai dw,38,6,neutral,1,0.8942649,0.007240769,0.8942649,0.09849429
bjorka muncul jaman udah nunggu gen z tau ga,44,9,neutral,1,0.80002695,0.0048065516,0.80002695,0.19516647
pagi foto foto malam santai ngopi bro,37,7,neutral,1,0.90705234,0.08947252,0.90705234,0.0034752085
we do not own what we produceit owns us,39,9,neutral,1,0.9560421,0.006276727,0.9560421,0.037681185
udh nyangka tuh repost konten si bjorka asli,44,8,neutral,1,0.94071627,0.036709864,0.94071627,0.0225739
mestnya orang2 bantu perintah bareskrim komdigi bin sayang swasta negeri,72,10,neutral,1,0.7629964,0.0116789155,0.7629964,0.22532472
wes to percaya bjorka orang kepolisianarmy intelejen ttd ardi s hacker no wahid indonesia,89,14,neutral,1,0.82790595,0.010905994,0.82790595,0.16118804
mas teguh part 2,16,4,neutral,1,0.9854554,0.011851996,0.9854554,0.002692626
yg takut bjorka ketemu fufufafa facebluesmiling facebluesmiling facebluesmiling,79,8,neutral,1,0.95716166,0.009453357,0.95716166,0.033384934
bjorka bandung jakarta or karawang,34,5,neutral,1,0.99700004,0.0018173488,0.99700004,0.0011825962
bjorka bocor data ijazah jabat,30,5,neutral,1,0.9529213,0.0007217079,0.9529213,0.04635702
10 hacker guncang dunia,23,4,neutral,1,0.9364172,0.0028895892,0.9364172,0.060693156
yo akun nama bjorka rame 2 yg berani gak,40,9,neutral,1,0.97857475,0.0056473594,0.97857475,0.01577785
undang onno w purbo let kol deddy,33,7,neutral,1,0.99710053,0.0014530967,0.99710053,0.0014463664
habis nonton kamar jeri ttg bjorka jwbn,39,7,neutral,1,0.9935409,0.0032579387,0.9935409,0.003201198
salah faktor jepang gandeng india banyak hidup jepang,53,8,neutral,1,0.97192436,0.024159528,0.97192436,0.0039161323
bjorka kelompok,15,2,neutral,1,0.9680235,0.019643608,0.9680235,0.012332815
gua yg temen nya bjorka belike,30,6,neutral,1,0.9928086,0.0059078317,0.9928086,0.0012835906
polisi institusi guna,21,3,neutral,1,0.9363529,0.025413755,0.9363529,0.038233362
om ded gak tau mod wa yt pink iklan twitter fb bigo live masuk room vip bayar,77,17,neutral,1,0.9528832,0.0018514404,0.9528832,0.045265365
suka menit 46 detik 13,22,5,neutral,1,0.9933028,0.0051273056,0.9933028,0.0015698851
dengerin 1358,13,2,neutral,1,0.9752788,0.02166574,0.9752788,0.0030554726
cerita kura kura balap kelinci,30,5,neutral,1,0.8664189,0.012571485,0.8664189,0.12100962
bjorka tukang cendol jg bjorka tukang bubur manado,50,8,neutral,1,0.9679989,0.011822175,0.9679989,0.02017887
2023 salah tangkap 2025 salah tangkap 2027kalau nama ganti bjorka tangkap,73,11,neutral,1,0.71139157,0.0013532263,0.71139157,0.28725517
bjorka rakyat,13,2,neutral,1,0.6218609,0.2701483,0.6218609,0.1079908
mas nya g deteksi bjorka bantu polisi qt tau g,46,10,neutral,1,0.95917416,0.0012683981,0.95917416,0.039557483
om ded ga bahas tni tinggal pas acara hut tni kasi loh moga almarhum husnul khotimah,84,16,neutral,1,0.83248216,0.11652202,0.83248216,0.050995883
alur cerita death note l vs,27,6,neutral,1,0.98718387,0.0055727903,0.98718387,0.0072432635
nobody perfect no system secure,31,5,neutral,1,0.61957973,0.35339904,0.61957973,0.02702124
815 better bjir,15,3,neutral,1,0.96826774,0.023388052,0.96826774,0.008344156
sm kyk flim the accountant yg bantu it autism,45,9,neutral,1,0.7035344,0.046370745,0.7035344,0.25009483
jepang lihat potensi indo yg,28,5,neutral,1,0.92811257,0.06884393,0.92811257,0.0030434756
kesana kemari mecari bjorka2,28,4,neutral,1,0.9263028,0.07074882,0.9263028,0.002948438
om ded kpn ni bahas yg ramai ijazah pslsu presiden 7dan ijazah anak yg sdh bukti dr roy suryo cs indeks 999 paslu,113,23,neutral,1,0.9481297,0.003375979,0.9481297,0.048494272
undang podhub,13,2,neutral,1,0.9850309,0.013680965,0.9850309,0.0012882011
2226 persis kaya film the accountant the accountant 2 si per utama hacker jarak si hacker nya anak anak butuh khusus,116,21,neutral,1,0.8101367,0.030951707,0.8101367,0.15891162
bjorka kalo tau roy suryo sadar,31,6,neutral,1,0.99336493,0.0014392721,0.99336493,0.0051958086
selidik bapa rojak ayu ting ting,32,6,neutral,1,0.98765,0.00055077835,0.98765,0.011799284
hina coy jabat alih isu,23,5,neutral,1,0.99282855,0.0009658602,0.99282855,0.0062055774
bjorka baca komentar,20,3,neutral,1,0.99713457,0.0015206261,0.99713457,0.0013447971
our duke is exist or non exist either ghost or alive no one can defeat duke,75,16,neutral,1,0.8269324,0.017389357,0.8269324,0.15567821
mutarmutar bahas bjorka,23,3,neutral,1,0.9970138,0.0016225651,0.9970138,0.0013635615
gua g ngurus bjorka yg gua ganti kapolri,40,8,neutral,1,0.57039225,0.0025872444,0.57039225,0.42702052
onno w purbo undang om,22,5,neutral,1,0.99625117,0.0025590456,0.99625117,0.0011897956
hacker byorka sy alumni anak2 grup app nimbuzz and ym android karna anggota diaana,82,14,neutral,1,0.9639346,0.004467024,0.9639346,0.031598344
kalimantan alumni sekolah sy ngajar wkwk,40,6,neutral,1,0.6205697,0.16534185,0.6205697,0.2140884
yg tangkap bjorka tp bjirka,27,5,neutral,1,0.94793814,0.0019696327,0.94793814,0.050092187
irt liat berita foto polisi bjorka baju oren allah eling pollll liat wajah bjorka oren feeling hmmm 90,102,18,neutral,1,0.9218363,0.009352228,0.9218363,0.06881152
yg bahas menit 36 instansi kek dah yg nih,41,9,neutral,1,0.9769354,0.0078782,0.9769354,0.015186482
narasumber adl bjorka,21,3,neutral,1,0.99506915,0.0035335722,0.99506915,0.0013972463
inget kmrin yg canggih layar tulis lorem ipsum,46,8,neutral,1,0.6068289,0.37942564,0.6068289,0.013745444
polisi kena buly cook,21,4,neutral,1,0.7947068,0.0012434731,0.7947068,0.20404966
003335 sih hobi programing social media advertiser,50,7,neutral,1,0.98952174,0.004135167,0.98952174,0.0063430383
bjorka pahlawan,15,2,neutral,1,0.5065006,0.1346502,0.5065006,0.35884917
personilnya yg pilih hasil jual sawah krn sdm trs klaim nangkep bjorka koplak koplak,84,14,neutral,1,0.6849759,0.018000564,0.6849759,0.2970236
mas dedy biorrr,15,3,neutral,1,0.6296841,0.35523927,0.6296841,0.015076674
yg tim polisi cybernya ungkap bjorka skrg dn yg tangkap lucu negara konoha,74,13,neutral,1,0.94102156,0.0013131198,0.94102156,0.057665244
bjorka sambo blok,17,3,neutral,1,0.98656785,0.0069457153,0.98656785,0.0064864787
salam kenal om dedy salam dr wamena papua,41,8,neutral,1,0.8870616,0.108684905,0.8870616,0.004253514
bjorka,6,1,neutral,1,0.5300564,0.4421414,0.5300564,0.02780215
bjorka depan om ded,19,4,neutral,1,0.9961259,0.0028224867,0.9961259,0.0010516355
cobaq hekker jadi asn masuk polisi tni staf negara,50,9,neutral,1,0.9875245,0.0017782552,0.9875245,0.010697138
yu beli produk gudang garam biar kariawan nya selamat phk,57,10,neutral,1,0.9499661,0.047857415,0.9499661,0.002176475
bjorka nonton gak yaa,21,4,neutral,1,0.9254826,0.007267521,0.9254826,0.067249976
bjorka yg asli podcast,22,4,neutral,1,0.9869441,0.011405781,0.9869441,0.0016501829
1754 polisi gak prestasi tp butuh,33,6,neutral,1,0.98574936,0.0021179866,0.98574936,0.012132576
om ded undang veda ega pratama runer up red bul balap yg prnah om ded undang hitam putih msh,92,19,neutral,1,0.9906674,0.0072658397,0.9906674,0.0020668034
hacker bjorka tangkap iqnya polisi,34,5,neutral,1,0.97474116,0.0006053777,0.97474116,0.024653384
perintah isi gen boomer,23,4,neutral,1,0.96740746,0.0018933358,0.96740746,0.030699069
menit 5522 bicara bang teguh whatspp setan pake teman kerja,59,10,neutral,1,0.9893299,0.00057811674,0.9893299,0.010091991
tau undang om dedy muncul ig,28,6,neutral,1,0.99812275,0.0008997032,0.99812275,0.0009776283
judul podcstnya tau bjorka fufufifi d,37,6,neutral,1,0.94329494,0.049195666,0.94329494,0.007509394
cerita menit 2900 gw simpul pilih2 bantu,40,7,neutral,1,0.84983075,0.0071181785,0.84983075,0.1430511
283725 suara perempuan,22,3,neutral,1,0.9960284,0.0016366766,0.9960284,0.0023349149
bjorka ambil uang dpr ga sii kuras rekening,43,8,neutral,1,0.9052381,0.0012970949,0.9052381,0.093464725
polisi kerja koleksi istri sirih pelihara gundik nangkap istri orang,68,10,neutral,1,0.88179374,0.0014628727,0.88179374,0.116743475
undangg wasit arab vs indonesia,31,5,neutral,1,0.97664976,0.0023070497,0.97664976,0.021043094
polisi nyarik pangkat facebluesmiling,37,4,neutral,1,0.9469266,0.00060615083,0.9469266,0.05246718
klo kursus ethical hacker daftar,32,5,neutral,1,0.99552697,0.0024825837,0.99552697,0.0019904699
ngk undang pakar telematika sang ungkap video gambar pnas,57,9,neutral,1,0.99759275,0.0010811765,0.99759275,0.0013260742
menit 747 suara,15,3,neutral,1,0.99534434,0.0028217856,0.99534434,0.001833818
efek reformasi polisi,21,3,neutral,1,0.6093976,0.029474303,0.6093976,0.36112803
apple daun nih,14,3,neutral,1,0.89319205,0.078036934,0.89319205,0.02877094
trik simpel chat rahasia pakai fitur chat game dukung pm,56,10,neutral,1,0.9964581,0.0027610064,0.9964581,0.0007808607
coba undang pace computer om,28,5,neutral,1,0.9962624,0.0017759135,0.9962624,0.0019617027
sorot pertamina,15,2,neutral,1,0.9861902,0.008917892,0.9861902,0.004891857
plot wist nya bjorkanya,23,4,neutral,1,0.5211297,0.36337253,0.5211297,0.11549772
bjorka mimpi maling motor aja 6 th ketemu,41,8,neutral,1,0.75073165,0.0019602391,0.75073165,0.2473081
temen gw kena 4 orang 15jt kepala,33,7,neutral,1,0.8886549,0.0017975311,0.8886549,0.109547585
undang gua ded,14,3,neutral,1,0.9805101,0.017788121,0.9805101,0.0017017997
papa bob,8,2,neutral,1,0.51049525,0.46388295,0.51049525,0.02562187
ngobrol game om pb server room dua siti by one chttan,53,11,neutral,1,0.9867138,0.012432798,0.9867138,0.00085332384
polisi india,12,2,neutral,1,0.97335243,0.004164662,0.97335243,0.022482958
udah kasih kisi kisi nya bjorka anak butuh khusus kaya maaf cuman analisis aja,78,14,neutral,1,0.9484099,0.0060111047,0.9484099,0.04557892
gimana kabar anak buah pulisi yg bikin lapor atas wft bjorka,60,11,neutral,1,0.95290893,0.01184829,0.95290893,0.035242807
ken tau isi ipadnya aja aplikasi,32,6,neutral,1,0.9962728,0.0011541315,0.9962728,0.0025730955
nangkap siplester aja gak,25,4,neutral,1,0.69705343,0.00482306,0.69705343,0.29812348
byorkabjirka,12,1,neutral,1,0.94029325,0.053540077,0.94029325,0.006166758
bjorka tangkap,14,2,neutral,1,0.88516897,0.0022450585,0.88516897,0.11258606
bang ded coba undang pace komputer,34,6,neutral,1,0.99800545,0.00079705275,0.99800545,0.0011974653
abang narsum,12,2,neutral,1,0.6575881,0.33745325,0.6575881,0.004958611
coba tanyain antonkill barabravaz alecztuyos baztard engine tau mreka tau,73,10,neutral,1,0.9894517,0.005160333,0.9894517,0.0053880787
sotau bjorka wkwk,17,3,neutral,1,0.47178838,0.36866936,0.47178838,0.15954222
om ded coba narsumnya tangkap fbi cia,37,7,neutral,1,0.9872459,0.0006633357,0.9872459,0.012090788
coba yg hpnya siomi custom rom root absen,41,8,neutral,1,0.9924419,0.0008859421,0.9924419,0.0066722548
polisi lulus sma paham psikologi,32,5,neutral,1,0.98036927,0.003993819,0.98036927,0.01563697
narasumber ada aman buka dc intelijen,37,6,neutral,1,0.99228853,0.001741145,0.99228853,0.005970279
bahas fufufafa om ded,21,4,neutral,1,0.9239921,0.05754429,0.9239921,0.018463604
cek judul komedi nya,20,4,neutral,1,0.94326985,0.050176613,0.94326985,0.006553656
gw prnh ikut lg tele kna 250rbu,31,7,neutral,1,0.9872551,0.005037887,0.9872551,0.007707015
polisi konoha guna,18,3,neutral,1,0.9924172,0.002025791,0.9924172,0.0055570262
percaya gk percayaada info security cyber pwrbankan indonesia byarany 1m hari,77,11,neutral,1,0.9721271,0.015908837,0.9721271,0.011964165
1 thun tukang jual es tangkap kalo gak salah,44,9,neutral,1,0.8054457,0.017430434,0.8054457,0.17712384
kalo tau org kunci nya 2004,27,6,neutral,1,0.98605704,0.004819436,0.98605704,0.009123529
jim govendi hime7 salah nama yg gw tau,38,8,neutral,1,0.9918527,0.0041162833,0.9918527,0.004030928
gw pribadi ketawa jaman java sybian nama merka gw pribadi programer yk handler alias yosep karli dzeeb handler alias diaz,121,20,neutral,1,0.5233209,0.42881656,0.5233209,0.047862574
bjorka komen,12,2,neutral,1,0.84984726,0.02016569,0.84984726,0.12998706
lo bro bjorka nya,17,4,neutral,1,0.96682745,0.021293042,0.96682745,0.011879382
wa gb tmn2 ane banyk yg pke,27,7,neutral,1,0.9435666,0.053561132,0.9435666,0.0028721716
bjorka anak muda 2012 rajalela dunia cyber,42,7,neutral,1,0.9905376,0.006520888,0.9905376,0.0029415542
