clean_comment,char_length,word_count,sentiment_label,sentiment_score,confidence,prob_positive,prob_neutral,prob_negative
untung nya pensiun jabat aktif aparat aktif untung nya,54,9,positive,0,0.9329045,0.9329045,0.054939758,0.012155827
ramz9471,8,1,neutral,1,0.6502924,0.33835763,0.6502924,0.01135001
loh lhkpn emang gak bukti wakakakaka,36,6,negative,2,0.9947391,0.0022423856,0.0030185303,0.9947391
bayar bjorka,12,2,neutral,1,0.69621074,0.26263213,0.69621074,0.041157104
adiyngrh haha mimpi basah warga konoha,38,6,negative,2,0.9386832,0.01798315,0.043333687,0.9386832
logika bang orang korup kaga data cenderung hindar transaksi digital,68,10,negative,2,0.99588805,0.00048577818,0.0036261228,0.99588805
kerjan lu emng sakit banget lu wkwkw,36,7,negative,2,0.9981103,0.00072148914,0.0011682218,0.9981103
wkwkwkwk kocak,14,2,positive,0,0.9349515,0.9349515,0.005159108,0.0598894
mimpi bjorka anak buah sambo,28,5,neutral,1,0.9526382,0.042831,0.9526382,0.0045308713
bjorka trus polisi kpk ngapain,30,5,negative,2,0.67066574,0.0010260373,0.32830825,0.67066574
yg gua tuju,11,3,neutral,1,0.954972,0.040899523,0.954972,0.00412848
lg ketawa liat ketikanlu broo,29,5,negative,2,0.5578958,0.39089,0.05121423,0.5578958
99 pjabat konoha pda korup,26,5,negative,2,0.9872371,0.0005698906,0.01219296,0.9872371
bjorka suka kalo perintah bobrok karna bobrok mudah curi uang,61,10,negative,2,0.86772186,0.11985309,0.012425097,0.86772186
ni hacker robbin hood,21,4,negative,2,0.75275093,0.002101568,0.24514753,0.75275093
asli eneg gw udah bahas korap korup asli banyak munafik teriak hukum koruptor benci praktek korup sempat korup praktek korup jabat mayoritas rakyat wkwk,152,24,negative,2,0.9976991,0.0013699059,0.00093099545,0.9976991
bjorka gak butuh aku emang udah aku,35,7,negative,2,0.91362095,0.0055058235,0.08087323,0.91362095
orang korup duit sewa orang yg hebat celaka,43,8,negative,2,0.9980611,0.00073399267,0.0012048498,0.9980611
tega hukum mas bgini2 aj ga ad guna,35,8,negative,2,0.9973111,0.0009965661,0.0016922826,0.9973111
yaa kalo lu beli data usaha si byorka udah bilang kalo tuh jual data dar ngehack ngeshare doang validasi,104,19,negative,2,0.9653037,0.002372399,0.03232394,0.9653037
motif bjorka pahlawan uang ga butuh validasi rakyat indonesia lo gausah mimpi,77,12,negative,2,0.97469723,0.016315028,0.00898774,0.97469723
gk validasi rakyat peduli uang,30,5,negative,2,0.99277955,0.0034284978,0.0037919115,0.99277955
yg komen bocil,14,3,negative,2,0.87356675,0.0570573,0.06937595,0.87356675
gachaaeditt gua yg komen gitu udah emakemak bapakbapak cuman lulus sdsmp kayak ga boe cil nonton deddy corbuzier,112,18,negative,2,0.98222476,0.0016665531,0.016108744,0.98222476
kalo basmi korupsi tar abis anggota tegak hukum korupsi,55,9,negative,2,0.99641454,0.00080966484,0.0027758195,0.99641454
berhayal,8,1,positive,0,0.6180409,0.6180409,0.032258406,0.34970072
laku peras koruptor,19,3,negative,2,0.9953359,0.002123864,0.0025402722,0.9953359
main bro tuh data korupsi data koruptor bongkar publik emang aparat aja tutup kuping tutup mata,95,16,negative,2,0.99725264,0.00072190183,0.0020254909,0.99725264
tuju bngt nya jabat khusus nya polisi yg jd jahat sragam nya,60,12,negative,2,0.9955676,0.0020517432,0.0023806167,0.9955676
buka segimanapun korupsi mata jabat hnyalah jabat tutupin,57,8,negative,2,0.98898286,0.002210504,0.008806695,0.98898286
bjoarka banter hake pesbuk data urus desa aja pegang data masyarakat desa nya haker kayak dukun 99 bohong 1 cari gratis,119,21,negative,2,0.9972488,0.00082247844,0.0019286145,0.9972488
untung byorka,13,2,positive,0,0.99096984,0.99096984,0.008297478,0.0007326361
goesbye suka koment u bro kadang proses korupsi jabat sndri korupsi uang bos nya,80,14,negative,2,0.9810021,0.0029973648,0.016000504,0.9810021
korupt0r pinter bang cerita ott transfer bank rata2 pake cash,61,10,negative,2,0.9974075,0.0007324781,0.0018600378,0.9974075
tau celah kpu hack aja laporin polisi byorka bongkar korupsi terima zonk,72,12,negative,2,0.9959637,0.0006235622,0.0034126756,0.9959637
arjunarpm1688 fakta bang gw kerja aja level kerja serakah doyan duit yg bedain korup nya jabat nominal aja,106,18,negative,2,0.9385909,0.0040139817,0.057395156,0.9385909
fathorrasi1072 ga apa2 ga pake negara,37,6,negative,2,0.92695624,0.047006037,0.026037704,0.92695624
bener tuh layak rekrut polri kpk nih penjara,44,8,negative,2,0.9926891,0.0024791488,0.0048317043,0.9926891
hukum d suap mo kasih bukti gunung ttp bs lolos,47,10,neutral,1,0.61539775,0.038241692,0.61539775,0.34636056
nice,4,1,positive,0,0.99225736,0.99225736,0.0034634948,0.0042791176
patungan bayar bjorka bongkar korup,35,5,negative,2,0.9952597,0.00047995878,0.0042603905,0.9952597
ngapain gaji kaga aneh,22,4,negative,2,0.9895886,0.0062618614,0.004149528,0.9895886
duit2 rakyak korupsi sila aja jabat yg hormat,45,8,negative,2,0.9693252,0.002014363,0.028660495,0.9693252
lu pikir mudah ambil data lurah publikasi publikasi tetap tetap periksa periksa data a z sederhana pikir bongkar bukti korupsi realistis korupsi sederhana buka file data alir uang rumit cabang libat instansi audit proses hukum lap tetap koruptor lembaga resmi bpk kpk adil akses wenang hukum periksa audit verifikasi bukti sah hebat tidak hacker proses hukum valid dipertanggungjawabkan bongkar data konteks timbul fitnah bingung publik adil sungguh,449,67,negative,2,0.98426646,0.009416455,0.0063170064,0.98426646
bayar si bjorkakan motif nya uang simpel,40,7,positive,0,0.5630924,0.5630924,0.2947464,0.14216127
mesin nine dragon biar managemen konflik rakyat alih berita yg,62,10,neutral,1,0.9541789,0.0025481132,0.9541789,0.043272845
yng korup mh lindung bongkar,28,5,negative,2,0.99674666,0.0005971418,0.0026561879,0.99674666
donasi byorka bocorin data koruptor pampang data media sosial,61,9,negative,2,0.89530057,0.0007320527,0.10396739,0.89530057
gak jongos pegang akses server negara berani nyebarin data tuan gak kayak juli assenge,86,14,negative,2,0.9917202,0.0031351845,0.005144648,0.9917202
dy kl slruh masyrkt indonesia patungan mmbayar y,48,8,neutral,1,0.68277085,0.0122634955,0.68277085,0.30496562
anak ycl wkwkwkwk,17,3,negative,2,0.6433974,0.06669551,0.2899071,0.6433974
pikir 8090an ommaklum boomer tuirrr,35,5,negative,2,0.9785427,0.004655057,0.016802207,0.9785427
gak kaya zaman suharto rakyat tunduk perintah polisi,52,8,negative,2,0.99142504,0.0046207625,0.0039541665,0.99142504
yamanfarma965 sekali singgung perintah ilang tu orang contoh nya munir,70,10,negative,2,0.74173284,0.0031640625,0.25510314,0.74173284
kalo udah pinter lg yg main judol yg main sistem,48,10,negative,2,0.9443776,0.01657722,0.03904512,0.9443776
panduabpr ngehack sistem judul biar menang anggap illegal access,64,9,negative,2,0.82900375,0.00079161586,0.17020465,0.82900375
alih isu pangkat tau judyo0l mulu rakyat pikir bodoh gabisa nangkap blokir salah kalo diduitin tangkap,102,16,negative,2,0.99759275,0.0005411322,0.0018660543,0.99759275
yg depan mata aja g bs ditangkep org jokowi si silpester msih berkliaran pdhl status sangka,91,16,negative,2,0.9846793,0.0033890228,0.011931709,0.9846793
udah udah kesini malu maluin,28,5,negative,2,0.9975606,0.0008551572,0.0015842114,0.9975606
pojok kek deh ketawa bjorka singgasana,38,6,positive,0,0.88764405,0.88764405,0.10969908,0.0026569632
gimana ng primitif klo ilmu lulus dominan sma derajat,53,9,negative,2,0.9913024,0.004676868,0.004020781,0.9913024
bangun tdr,10,2,negative,2,0.5657323,0.08342849,0.3508393,0.5657323
pinter gak main judol looollll,30,5,positive,0,0.75472736,0.75472736,0.005364867,0.23990779
jerapahzbetul,13,1,positive,0,0.96169746,0.96169746,0.016292674,0.022009857
klo bjorka gak muncul mikir ketangkep beneran,45,7,negative,2,0.7387871,0.021828635,0.2393842,0.7387871
pojok,5,1,neutral,1,0.4530115,0.18693334,0.4530115,0.36005524
pojok kek anak tiri bgt yah tuh bjorka korban bully,51,10,negative,2,0.9973687,0.0006564171,0.001974807,0.9973687
tanyani emang pinter kayak gimana,33,5,negative,2,0.7190242,0.09954489,0.18143092,0.7190242
udah bingung naikin percaya publik skema nangkap hacker,55,8,negative,2,0.99610823,0.0004540559,0.0034377351,0.99610823
nangimhanang3x,14,1,positive,0,0.6167056,0.6167056,0.11339101,0.26990345
inti google indonesia apus biar mampus tukang bikin bot judol hapus google tahun lihat akun masuk bikin apk lacak udah gitu aja indonesia main duit duit,152,26,negative,2,0.99711347,0.0005826167,0.0023038962,0.99711347
judolll kktnll,14,2,negative,2,0.97211343,0.024478516,0.003408032,0.97211343
panduabpr amat gw 100 org main judol 80 nya bapak2 jir gw udah usaha ngeliatin kerja judol seenggaknyan 2 org ank muda umur 20 23 an udah renti main kalo bapak2 susah banget jir inti kalo persentase masyarakat banyak gen z milenial udah lumayan edukasi kalo lingkungn gw yah,274,49,positive,0,0.78339076,0.78339076,0.013610603,0.20299862
rafamuog07 kayak sulit tangkap mata 2 tampil dunia dgn nyata,60,10,negative,2,0.9630683,0.009653091,0.02727858,0.9630683
ni judol tumben bener,21,4,negative,2,0.9971698,0.0013176857,0.001512573,0.9971698
kopihitam76 jaman 8090an ketat bwang konon buat simpang langsung dor petrus ketat bwang,87,13,neutral,1,0.54600555,0.022757294,0.54600555,0.43123707
ernikrahmawatic3o,17,1,neutral,1,0.95624393,0.03706337,0.95624393,0.0066926433
alih isu,8,2,neutral,1,0.9784978,0.010134075,0.9784978,0.011368046
hamidilallam asli banget bang ku gitu kalah berjutajuta utang ingetin udah lanjur kalah berjutajuta stop rugi tmbh parah lucu bilang gin kalas main mah kalah udah,162,26,negative,2,0.99316895,0.0053463927,0.0014846552,0.99316895
dagel negara,12,2,negative,2,0.93826973,0.041281406,0.02044887,0.93826973
pojok tu bang wkwkw,19,4,negative,2,0.9591905,0.009762459,0.031047028,0.9591905
sih om ded polisi kerja,23,5,negative,2,0.8374411,0.0021239016,0.16043502,0.8374411
iyaa kak polisi salah tangkep orang biarr cair cair cairrr tu bonus,67,12,negative,2,0.99041,0.0014593925,0.008130671,0.99041
polisi nama cyber elu ngeremehin bank swis aja ampun cyber indonesia,68,11,negative,2,0.989684,0.0005357119,0.009780344,0.989684
g negara police g kerja patroli trus ngapain kerja,50,9,negative,2,0.97754717,0.0006555537,0.021797268,0.97754717
bangkae761 polos banget cyber indo kek ketawa nontonin tu video bilang hibur aja,80,13,negative,2,0.99626416,0.0009635687,0.0027723068,0.99626416
atiki1g menghbiskan anggar apbn lindung pejabt br gk dhakimi dbayar tat tet tot d jln rya br bsa godain perwat,110,20,neutral,1,0.73002523,0.18024284,0.73002523,0.089731924
rezahandika7058 hongkong tuh polisi jln kaki keliling g yg curiga tp aman lingkung duduk manis kantor,101,16,neutral,1,0.97828215,0.017495053,0.97828215,0.0042228387
gw sih ga ketawa flat aja,25,6,negative,2,0.9701994,0.023851827,0.005948768,0.9701994
woiii,5,1,negative,2,0.9689841,0.022286171,0.008729648,0.9689841
dpr bro lupa jg biang kerok,27,6,negative,2,0.9947351,0.001045682,0.00421921,0.9947351
wajib pasang kendara sablon baju nih katakata,45,7,neutral,1,0.67736256,0.3082379,0.67736256,0.014399493
tangkapppp,10,1,negative,2,0.8493283,0.12218144,0.028490283,0.8493283
wkwkwkwk,8,1,negative,2,0.8116402,0.116565816,0.071793966,0.8116402
anjj,4,1,negative,2,0.99152887,0.005685412,0.002785662,0.99152887
hussssssss,10,1,positive,0,0.96798164,0.96798164,0.003749453,0.028268995
makasih bro kata2nya buah bahan kaos,36,6,positive,0,0.75700474,0.75700474,0.23718746,0.005807833
woy,3,1,negative,2,0.95921737,0.025698118,0.01508452,0.95921737
woiiilah,8,1,negative,2,0.9782737,0.018175155,0.0035511267,0.9782737
bang udah bangg goreng wkwkw,28,5,positive,0,0.5495528,0.5495528,0.15590796,0.2945392
cookkk uda serius baca gak tau ujung koboy nya,46,9,negative,2,0.82083327,0.093144126,0.086022645,0.82083327
wwweeeeehh menyalaaa,20,2,positive,0,0.78074604,0.78074604,0.019167544,0.20008639
jujur bujur gin brok,20,4,positive,0,0.8987868,0.8987868,0.041986804,0.059226405
cerdas bet abang ni trimakasih bang wakil,41,7,positive,0,0.9097484,0.9097484,0.067803346,0.022448316
magsud ladusing 62,18,3,neutral,1,0.63094616,0.067720324,0.63094616,0.30133355
ngintip,7,1,negative,2,0.98637515,0.002034875,0.0115899965,0.98637515
cocok tulis truk,16,3,positive,0,0.96848094,0.96848094,0.026558036,0.0049611
njiirr,6,1,positive,0,0.54450303,0.54450303,0.012021485,0.4434755
mantap,6,1,positive,0,0.9971998,0.9971998,0.0020699073,0.0007303737
gak takut suruh klarifikasi lo bang,35,6,negative,2,0.77761066,0.19557747,0.026811829,0.77761066
waduhhh,7,1,negative,2,0.9961365,0.0016561474,0.002207332,0.9961365
pemuda pancasila preman pasar gimana bang,41,6,negative,2,0.9923413,0.00049662765,0.007162055,0.9923413
pelan2 woiiii,13,2,negative,2,0.6957973,0.080664515,0.22353813,0.6957973
gitu laaahh ga buruk kali klo polisi nyomotin mayat2 korban mutilasi tebar udh busuk udah ga bentuk orang2 korban celaka yg udah ancur lebur ga karu2an orang yg kegiles kereta api yg udh serpihan2 ente org liat darah tetes aja udh semaput,238,42,negative,2,0.99187875,0.00556866,0.0025526492,0.99187875
love bjorka,11,2,positive,0,0.98473686,0.98473686,0.013572304,0.0016908636
makasih dukung gw,17,3,positive,0,0.9861151,0.9861151,0.012026655,0.0018582419
hibur data jual swasta hibur,28,5,neutral,1,0.9947562,0.0010664611,0.9947562,0.0041773636
data kau jual hibur tw data kau salah tindak kriminal nipu kau hibur dikatain sdm rendah ngamuk,95,17,negative,2,0.99768615,0.0007140964,0.0015997,0.99768615
kalo indo jalur rekom teman relasi alumni keluarga,50,8,neutral,1,0.99190336,0.0032482943,0.99190336,0.004848355
sawah facebluesmiling facebluesmiling facebluesmiling,53,4,neutral,1,0.982103,0.015324264,0.982103,0.002572749
farzx3428,9,1,neutral,1,0.9380048,0.05470603,0.9380048,0.0072891545
krn ijasah jilat rusak bgt nii,30,6,negative,2,0.99772435,0.00066421734,0.0016113975,0.99772435
kalo nyari pimpin,17,3,neutral,1,0.5946212,0.34389395,0.5946212,0.061484832
apas,4,1,negative,2,0.9902326,0.006780477,0.0029869257,0.9902326
wanjirrrrrrr iya iya sadar akuu,31,5,negative,2,0.92811716,0.030539053,0.04134375,0.92811716
haha,4,1,positive,0,0.9218841,0.9218841,0.013439199,0.06467663
sijoko,6,1,positive,0,0.5720061,0.5720061,0.18687958,0.24111436
berat jujur jujur berat lo jujur 100 jujur,42,8,negative,2,0.9488764,0.0357713,0.01535237,0.9488764
mukidi2014 kirain sie maniss,28,4,negative,2,0.98048544,0.00849737,0.011017157,0.98048544
orang jujur habisin kak wkwkwk,30,5,negative,2,0.9876183,0.0028076568,0.009573995,0.9876183
reall,5,1,negative,2,0.97483677,0.018960198,0.0062030465,0.97483677
gak nutup hacker aja bongkar busuk yg negara males aja negara aja diobrak abrik hahahaha,88,15,negative,2,0.9975352,0.0011063701,0.0013583502,0.9975352
orang pinter cari orang jujur benci istri,41,7,negative,2,0.99770266,0.0010732217,0.0012241204,0.99770266
anak smp gak baca jam analog aja wkwkwkwkkkk,44,8,negative,2,0.9602885,0.0039164675,0.035795044,0.9602885
orang jujur cepat hilang,24,4,negative,2,0.9911713,0.0066123023,0.002216361,0.9911713
netizenmana lu ngapa dah,24,4,negative,2,0.99506265,0.0017672067,0.0031702,0.99506265
netizenmana gak knapa knapa,27,4,negative,2,0.95667756,0.031685296,0.011637197,0.95667756
betulll,7,1,positive,0,0.99109054,0.99109054,0.0052700005,0.003639551
daya,4,1,positive,0,0.72575927,0.72575927,0.04486875,0.22937201
satire or sarkas,16,3,neutral,1,0.726381,0.04384413,0.726381,0.2297749
se7,3,1,positive,0,0.57384765,0.57384765,0.39830133,0.02785102
jujur jomblo,12,2,positive,0,0.90255773,0.90255773,0.008144043,0.08929819
lebih orang malas,17,3,negative,2,0.99795604,0.0006147076,0.0014292168,0.99795604
revanoficial1292 wahahahaha,27,2,positive,0,0.877639,0.877639,0.090055585,0.032305438
mindset udah tanam jujur singkir,32,5,negative,2,0.96975875,0.01677529,0.013465955,0.96975875
sumpah ngakak sakit perut ketawa om ded nular benar2 puas bgt ketawa nya,72,13,positive,0,0.9948862,0.9948862,0.0022800444,0.0028337424
tni ngetawain polri,19,3,negative,2,0.9880201,0.0007317703,0.011248147,0.9880201
xpresi om dedi narasumber solah nngetewain kerja polisi yg nangkap byorka ngga enak,83,13,negative,2,0.99641967,0.0013047677,0.002275566,0.99641967
randasofyanbukeranda3194 lelucon parah om ded,45,5,neutral,1,0.7100414,0.0029541655,0.7100414,0.28700447
nangkep maling motor gee ga amatir y,36,7,negative,2,0.9970728,0.00087159895,0.0020555872,0.9970728
jadi meme biar malu tujuh turun polri,37,7,negative,2,0.9937768,0.0007432216,0.005480034,0.9937768
konpers bjorka udah tangkap ntah siapa tangkap,46,7,negative,2,0.9505925,0.0011505377,0.048256956,0.9505925
strategi untk pancing bjorka yg asli tu muncul dng aku tk tertngkap,67,12,negative,2,0.58787113,0.12927122,0.2828577,0.58787113
kosong emng,11,2,negative,2,0.997045,0.0011491517,0.0018058809,0.997045
thumbnailnya lucu bgt sumpah darkkk,35,5,positive,0,0.99585634,0.99585634,0.0022832113,0.0018604237
yaa gimana masyarakat aja hobby makan berita verifikasi wkwk,60,9,negative,2,0.98751384,0.0046117115,0.007874415,0.98751384
biar liat kerja aja,19,4,negative,2,0.5485311,0.050801363,0.40066752,0.5485311
kayas86 tp bjorka tdk sebodh pancing,36,6,negative,2,0.52786064,0.011605526,0.4605339,0.52786064
emang arepin orang masuk aja pake salah,39,7,negative,2,0.9939744,0.0005311968,0.0054943985,0.9939744
gimana lulusa sma kalo terima langsung mikir nikah modal gimana wkwk,68,11,negative,2,0.9839288,0.0043820716,0.011689091,0.9839288
bjorka alih issue noh liat kilang pertamina ledak dumai abs it polisi press release nangkep bjorka trus bjorka asli kluar share data polri akhrnya kta fokus bjorka mlah gk nuntut tuk usut knp kilang pertamina ledak udah bjorka kerja oknum tuk alihin issue gede fokus usu ledak nya kilang minyak pertamina,304,51,negative,2,0.98286325,0.00415662,0.012980168,0.98286325
nyari simpati xl nyari empati empedu,36,6,neutral,1,0.6132261,0.010004103,0.6132261,0.3767698
malu,4,1,negative,2,0.9978338,0.001158525,0.0010076341,0.9978338
asli dah,8,2,positive,0,0.99318236,0.99318236,0.003900998,0.00291659
stuju sih,9,2,negative,2,0.99665666,0.002274587,0.0010687707,0.99665666
ngetik ngarang ga lucu,22,4,negative,2,0.9981122,0.00092389237,0.0009638943,0.9981122
jd keinget film accountant2 yg anak autis tp hebat hacker,57,10,positive,0,0.906452,0.906452,0.026188677,0.06735924
iqmanfaturansyah abang ngerespon menit 2300 mo ngelucu,54,7,neutral,1,0.8352868,0.0027114453,0.8352868,0.16200179
tunjuk hihihi,13,2,positive,0,0.9090367,0.9090367,0.062530704,0.028432697
jgn dogging jgn doxxing,23,4,negative,2,0.9414881,0.02602406,0.032487858,0.9414881
titikk terendahh manusiiaaa hiduppp duniiaaa adalaah jadi polisiii indonesiaa bebann bagi rakyaaaaatttnyaa setiaaapp kali sayaa dengerr polisiii terasaaa sakiiitttt ni hati cumn gara2 uang 150 ribu sakiit hati ampe gk ilang bnyk org 150rb nominal yg duit segitu udah ckuplah uang jajan keponakan semingu cerita jenguk ponakan yg pondok rencana duit keponakan ehh ampe tuju udah makaann ama yg nama polisiiiii,408,61,negative,2,0.93965936,0.052708928,0.007631752,0.93965936
btw kaya kk perempuan panas trus suntik lumpuh smpe sekrng,58,10,negative,2,0.9910322,0.0004956687,0.008472088,0.9910322
spartacus syndrome,18,2,negative,2,0.9773942,0.0022950985,0.020310689,0.9773942
samma,5,1,positive,0,0.97203267,0.97203267,0.021164149,0.0068031563
teori primitif banget inti mreka gamau ribet ah udah vonis aja yg,65,12,negative,2,0.99726653,0.0007159695,0.002017503,0.99726653
lucu negara polisi mesthinya pinter cerdik tp salah tangkap yg yg tangkap salah konyol,86,14,negative,2,0.9669958,0.030325485,0.002678783,0.9669958
iya ngakak bnget bikin akun nama prabowo presiden wkwkwk,56,9,positive,0,0.5264241,0.5264241,0.041187085,0.43238884
yg bayar emang lo pikir bjorka ga butuh duit makan minum,56,11,negative,2,0.7972283,0.022961376,0.17981037,0.7972283
daengriyung1892 tuju kalo biar negara semrawut andai masyrakat jaman jajah mikirin makan minum cuek mending gabung jajah biar aman jamin sandang pangan papan ngapain juang merdeka gak bayar gambar nya,200,30,negative,2,0.8945462,0.03897473,0.066479035,0.8945462
gak mudah nyuruh tau yg lue laku timbang terima resiko nyawa lue anggota keluarga yg taruh,90,16,negative,2,0.9039618,0.07810445,0.01793376,0.9039618
daengriyung1892 jiaaah makan minum lu pikirin alternatif yg yg nama nasionalis mah kaga mikirin bayar,101,15,negative,2,0.97167945,0.0043051057,0.024015386,0.97167945
ajar beda blackhat whitehat greyhat kira2 bjorka identitas,58,8,neutral,1,0.56718063,0.014013664,0.56718063,0.4188058
sen lu udah gw baca,19,5,neutral,1,0.9701306,0.008714734,0.9701306,0.021154653
dh gw baca nih trs yg hrs gw lkukan brp imbal,45,11,neutral,1,0.98283744,0.004353257,0.98283744,0.012809322
puja muji jabat poltikus busuk hancur negeri halus,50,8,negative,2,0.9922881,0.005430786,0.0022811634,0.9922881
yakali jahat gimanapun data lu bocor gara gara reaksis perintah bikin rakyat kesel gabisa dipungkiri bjorka jahat bawa bawa nasionalisme kwwkw kocak,148,22,negative,2,0.997509,0.001464159,0.0010268355,0.997509
lu kocak,8,2,positive,0,0.9836264,0.9836264,0.0024411792,0.013932414
thus spoken bjorka nggih mbah,29,5,neutral,1,0.4015015,0.3401025,0.4015015,0.25839597
daengriyung1892 bang bjorka mah gampang nyari duit makan minum ngpain pikir kesana,82,12,positive,0,0.6090035,0.6090035,0.3549209,0.036075577
ehh btw cipta al goritma orang religius loh lu al khawarizmi orang liberal beliau ulama abbasiyah,97,16,negative,2,0.9942608,0.0022803575,0.003458905,0.9942608
fahrifadliv7y,13,1,neutral,1,0.5777561,0.4145902,0.5777561,0.007653696
moga real bjorka hackers yg jiwa semangat patriotisme rampas asset2 koruptor miskin publikasi data detail nya oknum2 parcok yg sdh gemuk makan duit haram,153,24,negative,2,0.9933414,0.0016119009,0.005046689,0.9933414
yak sodarasodara scorenya bjorka 1 polisi 0,43,7,neutral,1,0.87329745,0.101448424,0.87329745,0.02525417
gua bjorka nonton podcast ngopi ketawa ketawa polisi konoha gin yak,67,11,neutral,1,0.6549746,0.19937204,0.6549746,0.1456533
nangkep bos bandar judol susah nangkep hacker bjorka gampang hebat isilop negara cinta puji kerja masyarakat,108,16,negative,2,0.9832376,0.013792589,0.0029697178,0.9832376
om tuju cara2 nya sayembara temu celah yg perban pentest aman cyber,67,12,neutral,1,0.96519333,0.019429779,0.96519333,0.0153769385
kpu bener nyari orang kpu tau nama lengkap lihat alamat yg cari jelek banget sistem,83,15,negative,2,0.9980379,0.00065631367,0.0013058265,0.9980379
bjorka ketawa puas liat laku polisi,35,6,negative,2,0.8598684,0.11943585,0.020695746,0.8598684
nangkap bjorka kerah sumber daya gin besar tp nangkepi jud0ljud0l purapura bego aih emang keren respect,103,16,negative,2,0.85362667,0.13808906,0.008284263,0.85362667
plot twist nya bjorka nya asli teguh aprianto ajak deddy corbuzier podcast v,76,13,neutral,1,0.9962949,0.0032377734,0.9962949,0.00046738816
ketawa bicara kasar kecewa emang reformasi total sih coklat,59,9,negative,2,0.99757844,0.0012475213,0.001174037,0.99757844
gue berfikir anak anak indonesia yg emang bener jago dalam dunia ithacker yg dibicarakn podcast sayang perintah indonesia atensi khusus anak2 oknum2 atas yg keras kepala jago menerimamengalah anak anak yg bakat mahir dal itcyberhacker arti oknum2 keras kepala ruang anak2 skill better cerdas lebih oknum2 sokjago keras kepala kalah anak anak hasil salah tangkap orang wkwkwkw,375,57,negative,2,0.99429506,0.003238192,0.0024666826,0.99429506
gw udah deh cyberpolice gk sibuk bjorka tuntasin aja judol sampe beneran bersih prestasi atas tangkap bjorka,108,17,negative,2,0.93697786,0.037805572,0.02521654,0.93697786
cuman roy suryo rismon nangkep bjorka,37,6,neutral,1,0.94591063,0.0031452626,0.94591063,0.050944123
bjorka nonton gaduh ngemil kacang,33,5,negative,2,0.8682553,0.0058514723,0.1258932,0.8682553
drama bjorka tangkap yg perintah konoha karna dana haji pindah bank bsi yg kemarin serang perintah cuci tangan cerita nya percaya masyarakat tumbuh dana haji ga lo kemarin bsi nasabah haji pindah tabung haji danembuat rekening sadar tumbuh dana bsi lancar dampak muhammadiyah cabut dana bsi asli nya bsi goyah ampuh orang awam udah tau busuk nya birokrat negara apa yg laku tahu jaman maj,388,65,negative,2,0.9921542,0.004128818,0.003716966,0.9921542
anak bangsa jadi scurity cyber indonesiatenyata anak indonesia pintar2,70,9,positive,0,0.94787365,0.94787365,0.039970607,0.012155667
waduhhh podcast chaotic dalem banget deddy kayak santai tanya nusuk topik gila sih anak punk sampe bjorka bahas wkwkwk lucu iya mikir iya pokok episode campur aduk nagih banget tonton sampe habis,195,32,positive,0,0.9775081,0.9775081,0.0036555626,0.018836316
programmer erti betapa sistem aplikasiwebsite indonesia gampang retas web perintah orang kompeten incar gaji coba kalo buka lowong kerja modal kenal kompeten bidang,164,23,positive,0,0.8023403,0.8023403,0.1515045,0.046155185
dr berita bjorka ketangkep gw percaya si syahroni hamil lucinta luna,68,11,neutral,1,0.961688,0.01908113,0.961688,0.019230843
et percaya institusi beli robot prototypes dipakein seragam,59,8,negative,2,0.55196214,0.004715782,0.44332203,0.55196214
kek udh 2 deh jadi,18,5,positive,0,0.5850436,0.5850436,0.3820134,0.032942947
20 gak sih,10,3,negative,2,0.89164644,0.04123179,0.06712182,0.89164644
udah telak brp kali jago ngepress warga doang mrk mah,53,10,negative,2,0.9912373,0.0031010467,0.0056617185,0.9912373
polisi miness kak,17,3,negative,2,0.9933984,0.0016785385,0.004923035,0.9933984
10 0 bang wkwkwkwk kalo interpol gerak gw percaya,49,9,positive,0,0.67162305,0.67162305,0.22128735,0.107089624
kocak,5,1,positive,0,0.99398416,0.99398416,0.00187455,0.0041412627
polisi tangkap yg bnar kbnykan slh tangkap kblet pngkat,55,9,negative,2,0.9681797,0.006807718,0.02501263,0.9681797
30 x kehack salah tangkap 2x,28,6,negative,2,0.8401357,0.001138715,0.15872556,0.8401357
bjorka 3 polisi 0,17,4,neutral,1,0.9968418,0.0014565164,0.9968418,0.0017017348
3 telak,7,2,negative,2,0.9083153,0.07695281,0.0147318365,0.9083153
gambaralamkois6801 malu gk sih oknum,36,5,negative,2,0.99427396,0.00092788076,0.0047981325,0.99427396
zienuart yes yg tukang es,25,5,negative,2,0.9017053,0.016436754,0.08185794,0.9017053
2 0,3,2,negative,2,0.43865213,0.22905555,0.3322923,0.43865213
30 balas bre,12,3,neutral,1,0.870347,0.01919535,0.870347,0.11045769
polisi 10,9,2,neutral,1,0.7927359,0.045361537,0.7927359,0.16190258
bjorkan all in,14,3,neutral,1,0.7011675,0.28012362,0.7011675,0.018708814
kalo maen bola rental dah more and more and more,48,10,positive,0,0.7509006,0.7509006,0.23964852,0.0094509255
komen judol gak tanggepi,24,4,negative,2,0.99797004,0.0010900954,0.0009398321,0.99797004
udah 20 kemaren tukang es keliling tangkap anak punk,52,9,negative,2,0.7087754,0.0011803114,0.29004428,0.7087754
gin orang pintar masuk polisi,29,5,negative,2,0.9880354,0.0008328125,0.0111317765,0.9880354
